"id","name_tc","description_tc","slug","series_last_rows","series_names"
"111265","全球-人工智慧準備度指數[AIPI](區域)","由國際貨幣基金（IMF）所編製的人工智慧準備度指數（AI Preparedness Index，AIPI），衡量全球 174 個經濟體的 AI 準備程度，指數範圍介於 0 到 1 之間，AIPI 數值越高、代表該國或該區域對於 AI 發展的準備程度越高。

AIPI 指數主要評估各國在四大領域的發展程度，包括數位基礎設施、人力資本與勞動市場政策、創新與經濟整合，以及監管與倫理。指數計算方法步驟如下：首先，將四個面向的指標經過正規化（normalization）轉換，將數據縮放到 0 至 1 的範圍內，1 代表所有國家樣本數值中的最大值，0 代表最小值。再來計算四個正規化子指數的算術平均數，即取得 AIPI 指數。

根據 IMF 研究發現，AI 可以提高生產力、促進經濟成長並提高收入，但也可能衝擊數以百萬計的就業機會並擴大國家之間的不平等現象。富裕經濟體通常比低收入國家更有能力適應、採用 AI，而與已開發經濟體相比，多數新興市場經濟體和低收入國家的高技能就業機會佔比較低，並且可能缺乏 AI 所需的基礎建設或勞動力。","global-artificial-intelligence-preparedness-index-aipi-by-region","[[[""2023-01-01"",""0.7200""]],[[""2023-01-01"",""0.6830""]],[[""2023-01-01"",""0.4649""]],[[""2023-01-01"",""0.7400""]],[[""2023-01-01"",""0.6300""]],[[""2023-01-01"",""0.5200""]],[[""2023-01-01"",""0.4300""]],[[""2023-01-01"",""0.4000""]],[[""2023-01-01"",""0.3400""]]]","[""G7"", ""先進國家"", ""新興國家"", ""北美洲"", ""歐洲"", ""亞太"", ""拉丁美洲"", ""中東與中亞"", ""撒哈拉非洲""]"
"120680","全球-銀行跨境債權總額","國際清算銀行（BIS）的地方性銀行報表（LBS）衡量銀行跨境數據，統計銀行在不同國家之間的債權（如放款）與負債（如存款、借款）金額。

2000 年以來，美元、歐元、英鎊、日圓等四大主要貨幣，在銀行跨境債權與負債的比例保持在八至九成以上，反應四大經濟體的金融市場成熟度、貨幣國際使用程度仍較高。","world-crossborder-banking-claims","[[[""2024-01-01"",""2716664.2240""],[""2024-04-01"",""2756874.0220""]],[[""2024-01-01"",""1839938.0210""],[""2024-04-01"",""1956901.6390""]],[[""2024-01-01"",""441925.3630""],[""2024-04-01"",""458524.4330""]],[[""2024-01-01"",""1703194.5100""],[""2024-04-01"",""1724920.8470""]],[[""2024-01-01"",""2148472.2800""],[""2024-04-01"",""2018232.5870""]],[[""2024-01-01"",""12264683.2250""],[""2024-04-01"",""11915092.9600""]],[[""2024-01-01"",""18448129.4390""],[""2024-04-01"",""18388088.7930""]]]","[""未揭露"", ""其他貨幣"", ""瑞郎"", ""英鎊"", ""日圓"", ""歐元"", ""美元""]"
"111479","美國-原油庫存(季節性觀測)","透過季節性圖表可以觀察兩項重點：
1.判斷季節性趨勢：對比過往年份，當年度庫存消耗強度是強是弱。
2.判斷趨勢強弱：對比過往年份，當年度庫存消耗強度是強是弱。

原油主要可煉製成汽油（43%）與蒸餾油（27%），因此其季節性高低點與下游需求狀況相符。季節性高點通常在 4 、 5 月與 11 月，低點則是在 1 月與 9 月，呈現「 M 型」走勢，也可以細分為四個階段：

階段一：2 ~ 5 月，非旺季，為夏季用油旺季做準備，原油庫存上行。

階段二：6 ~ 8 月，夏季、初秋的交通運輸（汽油）需求旺季，中游煉油廠加速消耗原油、備貨終端產品，原油庫存下行。

階段三：9 ~ 11 月，煉油廠進入秋季歲修期間，庫存容易出現堆積。

階段四：12 ~ 隔年 1 月，冬季來臨、取暖用燃油（蒸餾油）需求旺季，原油庫存回落。","united-states-crude-oil-inventories-seasonality-observations","[[[""2025-04-04"",""442345.0000""],[""2025-04-11"",""442860.0000""]]]","[""美國-原油庫存""]"
"111507","全球-能源期貨與選擇權-管理基金淨部位(細項加總)","管理基金淨部位指的是對沖基金、商品交易顧問（CTAs）以及其他管理客戶資金的大型投資機構，持有的多頭和空頭合約「數量差額」，而非金額差距。

將圖中各項商品之管理基金淨部位加總，可以大致觀察整體能源板塊的資金動能與市場情緒。如果淨部位數據顯著為正，可能表明管理基金對能源價格抱持樂觀態度 ; 如果淨部位數據顯著為負，則可能反應能源板塊的悲觀情緒。","world-energy-futures-and-options-money-managers-net-positions","[[[""2015-12-29"",""100797.0000""],[""2016-01-05"",""76934.0000""]],[[""2020-07-21"",""212524.0000""],[""2020-07-28"",""191625.0000""]],[[""2015-12-29"",""28391.0000""],[""2016-01-05"",""27182.0000""]],[[""2015-12-29"",""-35339.0000""],[""2016-01-05"",""-31298.0000""]],[[""2020-07-21"",""66107.0000""],[""2020-07-28"",""58952.0000""]],[[""2015-12-29"",""-161686.0000""],[""2016-01-05"",""-128021.0000""]]]","[""WTI原油"", ""布蘭特原油"", ""汽油"", ""熱燃油"", ""倫敦柴油"", ""亨利港天然氣""]"
"111477","美國-原油生產量(WPSR、PSM、STEO口徑)","美國原油生產量可透過 EIA 的三種能源報告觀察，分別為 WPSR 、 PSM 和 STEO，其統計方法有所差異。

WPSR（Weekly Petroleum Status Report，每週石油狀況報告）：更新頻率為每週、時效性較高，可供短期初步觀察。但部分數據係估計而得，準確性略低、波動性最高。 

PSM（Petroleum Supply Monthly,，原油供應月報）：更新頻率為每月，公佈前兩個月數據。該報告係統計所有在美國生產、進口、運輸或儲存任何石油產品的公司，數據最為完整，且經過初步修正，因此準確性高於 WPSR。

STEO（Short-Term Energy Outlook，短期能源展望）：STEO 則是透過 PSM 數據及相關預測模型，估計未來 1 至 2 年的產量預測值，可以作為美國原油供給的前瞻指標。","us-crude-oil-production-wpsr-psm-steo-estimate","[[[""2026-11-01"",13690.099999999999],[""2026-12-01"",13657.199999999999]],[[""2025-02-14"",""13497.0000""],[""2025-02-21"",""13502.0000""]],[[""2024-10-01"",""13436.0000""],[""2024-11-01"",""13314.0000""]]]","[""STEO月數據(含預估值)"", ""WPSR週數據"", ""PSM月數據""]"
"111480","美國-原油庫存(庫欣區,季節性觀測)","位於美國奧克拉荷馬州的庫欣區（Cushing）是 WTI 原油期貨合約的實物交割地，每月進行結算、庫存週期較短，幾乎沒有明顯的季節性效應，但仍可以觀察庫欣區各年度的消耗量（年增率、絕對值）來衡量市場供需。","united-states-crude-oil-inventories-cushing-seasonality-observations","[[[""2024-09-20"",""22827.0000""],[""2024-09-27"",""23667.0000""]]]","[""美國-原油庫存(庫欣區)""]"
"111481","美國-汽油庫存(季節性觀測)","美國國內原油的消耗約 7 成集中在交通運輸類別，因此汽油庫存的季節性主要消耗時期便落於夏季暑期旺季，呈現「先高後低」的走勢，也可以細分為四個階段：

階段一：2 ~ 4 月，非汽油需求旺季，部分煉油廠進入廠歲修時期，汽油庫存下行

階段二：5 ~ 6 月，為旺季做準備的補庫存時期。在夏季暑期用車、用油旺季來臨前，大約 4 、 5 月左右時點，中游煉油廠就會開始大量拉貨商業原油、備貨終端產品汽油（庫存震盪或略微上升）。

階段三：7 ~ 11 月，夏季用油最強旺季，汽油庫存快速下行。如果消耗狀況持續較往年強勁，則有望帶動油價的走強。

階段四：12 ~ 隔年 1 月，汽油需求淡季，整體庫存呈現走升。","united-states-gasoline-inventories-seasonality-observations","[[[""2024-09-20"",""220083.0000""],[""2024-09-27"",""221202.0000""]]]","[""美國-汽油庫存""]"
"111482","美國-蒸餾油庫存(季節性觀測)","拆分蒸餾油的終端用途，有近 7 成是用作公路用柴油，近 1 成則是用作家庭、辦公大樓取暖用熱燃油。前者全年需求穩定，後者則會受到氣溫影響，尤其是寒冬的年份，消耗量更為強勁，因此蒸餾油的季節性主要消耗時期落在冬天（12 月 ~ 隔年 Q1）。

蒸餾油庫存的季節性高點通常在 1 月與 9 月，低點則是在 5 月與 11 月，呈現「 W 型」走勢，也可以細分為四個階段：

階段一：1 ~ 4 月，冬天為取暖用熱燃油主要消耗旺季，蒸餾油庫存快速下行。如果蒸餾油消耗順利，搭配汽油庫存水位較基期低，就可以預期煉油廠在夏季會有較強的補庫存動能，有利油價上漲。

階段二：5 ~ 9 月，蒸餾油需求淡季，整體庫存呈現走升。

階段三：9 ~ 11 月，煉油廠進入秋季歲修期間，蒸餾油庫存水位下行，靠攏去年基期。

階段四：12 ~ 隔年 1 月，為冬天旺季做準備的補庫存時期。進入寒冬前（12 月），煉油廠擴大精煉蒸餾油、帶動庫存上行。","united-states-distillate-stocks-seasonality-observations","[[[""2024-09-20"",""122921.0000""],[""2024-09-27"",""121637.0000""]]]","[""美國-蒸餾油庫存""]"
"111483","美國-煉油廠產能利用率(季節性觀測)","煉油廠產能利用率的季節性可以細分為兩個階段：

階段一：4 ~ 9 月，每年 4 月開始（暑期用油旺季來臨前），我們就會密切關注煉油廠產能狀況。只要煉油廠產能利用率有如期上升，或是上升的比率有明顯高於往年，就代表當年度有更多的原油庫存消耗。確認旺季如期到來後，就可以轉而關注終端產品 — 汽油、蒸餾油的庫存消耗幅度。

階段二：9 ~ 11 月，煉油廠進入歲修期間，產能利用率同步回落。","united-states-refinery-capacity-utilization-seasonality-observations","[[[""2024-10-11"",""87.7000""],[""2024-10-18"",""89.5000""]]]","[""美國-煉油廠產能利用率""]"
"111484","美國-原油生產量(季節性觀測)","2008 年金融危機，聯準會採行量化寬鬆（QE）政策，大量資金挹注市場、給予頁岩油商崛起的契機，加上技術突破（水平鑽探、水平壓裂）降低開採成本，推動美國頁岩油產量過去十年快速增加，並於 2018 年超越俄羅斯和沙特，成為全球最大石油生產國。

2014 年 11 月到 2016 年 12 月，OPEC 採取「大幅增產、搶奪市佔」的策略，以及 2020 年 3 月，OPEC+（包括俄羅斯）減產協議破局，兩度導致國際原油供需失衡、油價崩跌，美國油企違約風險攀升、產量下行。

此外，每年 6 月到 12 月還是北大西洋沿岸的颶風季節，該期間可能導致墨西哥灣產能（佔全美約 2 成）暫時關閉而出現產量驟降。","united-states-crude-oil-production-seasonality-observations","[[[""2024-09-20"",""13200.0000""],[""2024-09-27"",""13300.0000""]]]","[""美國-原油生產量""]"
"111486","美國-天然氣庫存(週變動,季節性觀測)","天然氣庫存走勢具有高度季節性，北半球的 4 ~ 10 月屬於「注入季節」（injection season），氣溫轉熱、需求減少、庫存週變動值 > 0；11 ~ 3 月則是「提取季節」（withdrawal season），氣溫轉涼、需求上升、庫存週變動值 < 0 。","us-natural-gas-inventories-weekly-changes-seasonality-observations","[[[""2024-09-13"",""58.0000""],[""2024-09-20"",""47.0000""]]]","[""美國-天然氣庫存(週變動)""]"
"111487","歐盟-天然氣庫存/總容量(季節性觀測)","天然氣庫存走勢具有高度季節性趨勢，北半球的 4 ~ 10 月屬於「注入季節」（injection season），氣溫轉熱、需求減少、庫存走揚；11 ~ 3 月則是「提取季節」（withdrawal season），氣溫轉涼、需求上升、庫存下滑。

歐盟理事會在 2022 年 6 月決議，要求成員國必須在 2022 / 2023 年冬季前將天然氣庫存提升至 80% / 90%，以便為冬季需求高峰提供供應緩衝，因此觀察本圖可判斷歐盟整體與各國天然氣庫存充足與否。","europe-natural-gas-storage-of-full-working-gas-volume-seasonality","[[[""2025-01-03"",""70.8263""],[""2025-01-04"",""70.3324""]]]","[""歐盟-天然氣庫存/總容量""]"
"111496","全球-手機供應鏈-營收",,"world-mobile-phone-supply-chain-revenue","[[[""2024-01-01"",""9389.0000""],[""2024-04-01"",""9393.0000""]],[[""2024-04-01"",""127271.1210""],[""2024-07-01"",""131813.0000""]],[[""2024-01-01"",""9430.1125""],[""2024-04-01"",""9430.1125""]],[[""2024-01-01"",1505943.918],[""2024-04-01"",1567444.593]],[[""2024-04-01"",""25231.0190""],[""2024-07-01"",""27866.3280""]],[[""2024-01-01"",12754.85425],[""2024-04-01"",13452.57475]],[[""2024-04-01"",""4961.4260""],[""2024-07-01"",""4348.0000""]]]","[""美國-高通[QCOM]"", ""台灣-聯發科[2454]"", ""中國-舜宇光學[2382]"", ""台灣-鴻海[2317](LTM)"", ""台灣-聯詠[3034]"", ""台灣-大立光[3008](LTM)"", ""台灣-穩懋[3105]""]"
"111498","全球-手機供應鏈-營收(年增率)","手機供應鏈包括手機晶片、鏡頭廠、代工廠、晶圓代工等，代表廠商包括高通、聯發科、舜宇光學、大立光、鴻海等，營收主要反映其銷售狀況。

備註：平均數值為美元金額加總後轉換為年增率表示。","world-mobile-phone-supply-chain-revenue-yoy","[[[""2024-04-01"",11.146609868654597],[""2024-07-01"",18.688448615455915]],[[""2024-04-01"",29.68946113204299],[""2024-07-01"",19.72429935029967]],[[""2024-01-01"",32.0876782785945],[""2024-04-01"",32.0876782785945]],[[""2024-04-01"",18.85731021229154],[""2024-07-01"",20.17967863580831]],[[""2024-04-01"",-16.72664163594153],[""2024-07-01"",-3.6765827760160836]],[[""2024-04-01"",34.05860108784673],[""2024-07-01"",39.037285622473966]],[[""2024-04-01"",25.800186313323852],[""2024-07-01"",4.393506858326866]],[[""2024-01-01"",-6.240159510484937],[""2024-04-01"",14.795458174467557]]]","[""高通[QCOM]"", ""聯發科[2454]"", ""舜宇光學[2382]"", ""鴻海[2317]"", ""聯詠[3034]"", ""大立光[3008]"", ""穩懋[3105]"", ""平均""]"
"111500","全球-手機供應鏈-毛利",,"world-mobile-phone-supply-chain-gross-profit","[[[""2024-01-01"",""5283.0000""],[""2024-04-01"",""5219.0000""]],[[""2024-04-01"",""62136.4220""],[""2024-07-01"",""64347.0000""]],[[""2024-01-01"",""1623.2395""],[""2024-04-01"",""1623.2395""]],[[""2024-01-01"",95818.8135],[""2024-04-01"",99801.17324999999]],[[""2024-04-01"",""10380.1510""],[""2024-07-01"",""11073.9660""]],[[""2024-01-01"",6203.240750000001],[""2024-04-01"",6533.98525]],[[""2024-04-01"",""1351.5390""],[""2024-07-01"",""938.0000""]]]","[""美國-高通[QCOM]"", ""台灣-聯發科[2454]"", ""香港-舜宇光學[2382]"", ""台灣-鴻海[2317](LTM)"", ""台灣-聯詠[3034]"", ""台灣-大立光[3008](LTM)"", ""台灣-穩懋[3105]""]"
"111501","美國-天然氣銷售產量(區域加總)","2010 年代的頁岩油氣開採技術大幅進步，特別是水力壓裂、水平鑽井等技術的應用，帶動美國成為全球最大的天然氣生產國，2020 年代產量占全球總量的近四分之一，其中又有近七成來自主要三個產區：

1. 阿帕拉契盆地（Appalachian Basin）：主要包括賓州、俄亥俄州和西維吉尼亞州的馬塞勒斯（Marcellus）與尤蒂卡（Utica）頁岩層，是目前北美以產氣為主的最大區塊。

2.二疊紀盆地（Permian Basin）：位於德州西部和新墨西哥州東南部地區，是美國最具生產力與利潤的油氣產區之一。隨著該地原油產量快速增長，伴生的天然氣產量也水漲船高，現在是美國第一大頁岩油田、第二大頁岩氣田。

3. 海恩斯維爾頁岩（Haynesville Shale）：位於路易斯安那州西北部、德州東北部、阿肯色州西南部，其地層深度和高壓使得鑽井成本較高，不過隨著墨西哥灣沿岸的 LNG 出口設施產能逐漸開出，對於該地區的天然氣需求也持續上升。","united-states-marketed-natural-gas-production-by-region","[[[""2026-11-01"",""7.3335""],[""2026-12-01"",""7.2764""]],[[""2026-11-01"",""28.6366""],[""2026-12-01"",""28.4465""]],[[""2026-11-01"",""3.2646""],[""2026-12-01"",""3.2652""]],[[""2026-11-01"",""36.3738""],[""2026-12-01"",""36.5126""]],[[""2026-11-01"",""17.0678""],[""2026-12-01"",""17.2391""]],[[""2026-11-01"",""23.4998""],[""2026-12-01"",""23.3547""]],[[""2026-11-01"",""1.0506""],[""2026-12-01"",""1.0879""]],[[""2026-11-01"",""1.6285""],[""2026-12-01"",""1.6325""]]]","[""鷹堡"", ""二疊紀盆地"", ""巴肯"", ""阿帕拉契"", ""海恩斯維爾"", ""其他48州"", ""阿拉斯加"", ""墨西哥灣""]"
"111508","LME-工業金屬期貨與選擇權-投資基金淨部位(細項加總)","管理基金淨部位指的是對沖基金、商品交易顧問（CTAs）以及其他管理客戶資金的大型投資機構，持有的多頭和空頭合約「數量差額」，而非金額差距。

將圖中各項商品之管理基金淨部位加總，可以大致觀察整體工業金屬板塊的資金動能與市場情緒。如果淨部位數據顯著為正，可能表明管理基金對能源價格抱持樂觀態度 ; 如果淨部位數據顯著為負，則可能反應工業金屬板塊的悲觀情緒。","lme-industrial-metals-futures-and-options-investment-fund-net-position","[[[""2024-11-29"",""21556.0799""],[""2024-12-06"",""23756.8900""]],[[""2024-11-29"",""93921.0200""],[""2024-12-06"",""99169.5300""]],[[""2024-11-29"",""-10914.6700""],[""2024-12-06"",""-11020.3500""]],[[""2024-11-29"",""38158.5899""],[""2024-12-06"",""40749.3199""]],[[""2024-11-29"",""-13282.5601""],[""2024-12-06"",""-9269.7200""]],[[""2024-11-29"",""239.7999""],[""2024-12-06"",""179.0000""]]]","[""銅"", ""鋁"", ""鎳"", ""鋅"", ""鉛"", ""錫""]"
"111511","CFTC-貴金屬期貨與選擇權-管理基金淨部位(細項加總)","管理基金淨部位指的是對沖基金、商品交易顧問（CTAs）以及其他管理客戶資金的大型投資機構，持有的多頭和空頭合約「數量差額」，而非金額差距。

將圖中各項商品之管理基金淨部位加總，可以大致觀察整體貴金屬板塊的資金動能與市場情緒。如果淨部位數據顯著為正，可能表明管理基金對能源價格抱持樂觀態度 ; 如果淨部位數據顯著為負，則可能反應貴金屬板塊的悲觀情緒。","cftc-precious-metals-futures-and-options-money-managers-net-positions","[[[""2025-03-11"",""182151.0000""],[""2025-03-18"",""200157.0000""]],[[""2025-03-11"",""42245.0000""],[""2025-03-18"",""49645.0000""]],[[""2025-03-11"",""3201.0000""],[""2025-03-18"",""14849.0000""]],[[""2025-03-11"",""-11721.0000""],[""2025-03-18"",""-11590.0000""]]]","[""黃金"", ""白銀"", ""鉑金"", ""鈀金""]"
"111513","CFTC-農產品期貨與選擇權-管理基金淨部位(細項加總)","管理基金淨部位指的是對沖基金、商品交易顧問（CTAs）以及其他管理客戶資金的大型投資機構，持有的多頭和空頭合約「數量差額」，而非金額差距。

將圖中各項商品之管理基金淨部位加總，可以大致觀察整體農產品板塊的資金動能與市場情緒。如果淨部位數據顯著為正，可能表明管理基金對能源價格抱持樂觀態度 ; 如果淨部位數據顯著為負，則可能反應農產品板塊的悲觀情緒。","cftc-agriculture-futures-and-options-money-managers-net-positions","[[[""2025-04-08"",""-50447.0000""],[""2025-04-15"",""26169.0000""]],[[""2025-04-08"",""53576.0000""],[""2025-04-15"",""124573.0000""]],[[""2025-04-08"",""-102132.0000""],[""2025-04-15"",""-96439.0000""]],[[""2025-04-08"",""-97630.0000""],[""2025-04-15"",""-69600.0000""]],[[""2025-04-08"",""30125.0000""],[""2025-04-15"",""40959.0000""]],[[""2025-04-08"",""-49834.0000""],[""2025-04-15"",""-47372.0000""]],[[""2025-04-08"",""-28844.0000""],[""2025-04-15"",""-21155.0000""]]]","[""黃豆"", ""玉米"", ""小麥"", ""黃豆粉"", ""黃豆油"", ""硬紅冬麥"", ""硬紅春麥""]"
"111514","CFTC-軟性商品期貨與選擇權-管理基金淨部位(細項加總)","管理基金淨部位指的是對沖基金、商品交易顧問（CTAs）以及其他管理客戶資金的大型投資機構，持有的多頭和空頭合約「數量差額」，而非金額差距。

將圖中各項商品之管理基金淨部位加總，可以大致觀察整體軟性商品板塊的資金動能與市場情緒。如果淨部位數據顯著為正，可能表明管理基金對能源價格抱持樂觀態度 ; 如果淨部位數據顯著為負，則可能反應軟性商品板塊的悲觀情緒。","cftc-soft-commodities-futures-and-options-money-managers-net-positions","[[[""2024-10-15"",""36428.0000""],[""2024-10-22"",""34375.0000""]],[[""2024-10-15"",""129970.0000""],[""2024-10-22"",""110713.0000""]],[[""2024-10-15"",""-12664.0000""],[""2024-10-22"",""-6194.0000""]],[[""2024-10-15"",""56201.0000""],[""2024-10-22"",""56288.0000""]]]","[""可可"", ""原糖"", ""棉花"", ""咖啡""]"
"111515","CFTC-牲畜期貨與選擇權-管理基金淨部位","管理基金淨部位指的是對沖基金、商品交易顧問（CTAs）以及其他管理客戶資金的大型投資機構，持有的多頭和空頭合約「數量差額」，而非金額差距。

將圖中各項商品之管理基金淨部位加總，可以大致觀察整體牲畜產品板塊的資金動能與市場情緒。如果淨部位數據顯著為正，可能表明管理基金對能源價格抱持樂觀態度 ; 如果淨部位數據顯著為負，則可能反應牲畜產品板塊的悲觀情緒。","cftc-livestock-futures-and-options-money-managers-net-positions","[[[""2024-09-17"",""39715.0000""],[""2024-09-24"",""51605.0000""]],[[""2024-09-17"",""38331.0000""],[""2024-09-24"",""52224.0000""]],[[""2024-09-17"",""-79.0000""],[""2024-09-24"",""2027.0000""]]]","[""瘦豬"", ""活牛"", ""育肥牛""]"
"112347","全球-手機供應鏈-毛利(美元)","手機供應鏈包括手機晶片、鏡頭廠、代工廠、晶圓代工等，代表廠商包括高通、聯發科、舜宇光學、大立光、鴻海等，此圖表反映各廠商在營收扣除銷貨成本（如原材料和直接勞動成本）後，所能保留的收入。

備註：此圖表已將不同幣別轉換為美元","world-mobile-phone-supply-chain-gross-profit-usd","[[[""2024-04-01"",""5219.0000""],[""2024-07-01"",""5777.0000""]],[[""2024-04-01"",""1978.2516""],[""2024-07-01"",""1997.6571""]],[[""2024-04-01"",""3168.0154""],[""2024-07-01"",""3561.8748""]],[[""2024-01-01"",""50.9306""],[""2024-04-01"",""51.6795""]],[[""2024-04-01"",""330.4753""],[""2024-07-01"",""343.7887""]],[[""2024-04-01"",""169.5840""],[""2024-07-01"",""296.8873""]],[[""2024-04-01"",""43.0293""],[""2024-07-01"",""29.1240""]]]","[""高通[QCOM]"", ""聯發科[2454]"", ""鴻海[2317]"", ""舜宇光學[2382](R)"", ""聯詠[3034](R)"", ""大立光[3008](R)"", ""穩懋[3105](R)""]"
"112914","台灣-電子五哥-毛利(台幣)","台灣五大電子代工廠為電腦產業中的重要供應鏈，包括廣達、緯創、仁寶、英業達、和碩，此圖表反映各廠商在營收扣除銷貨成本（如原材料和直接勞動成本）後，所能保留的收入。","taiwan-topfive-electronic-oem-gross-profit","[[[""2024-04-01"",""26608.6440""],[""2024-07-01"",""31124.7960""]],[[""2024-04-01"",""20083.1040""],[""2024-07-01"",""22744.6890""]],[[""2024-04-01"",""11790.3000""],[""2024-07-01"",""12239.3040""]],[[""2024-04-01"",""7746.5910""],[""2024-07-01"",""8634.4470""]],[[""2024-04-01"",""11597.6330""],[""2024-07-01"",""12039.6420""]]]","[""廣達[2382]"", ""緯創[3231]"", ""仁寶[2324]"", ""英業達[2356]"", ""和碩[4938]""]"
"111951","全球-各區域粗死亡率",,"global-crude-death-rate-by-region","[[[""2099-01-01"",""12.0340""],[""2100-01-01"",""12.0750""]],[[""2099-01-01"",""10.8440""],[""2100-01-01"",""10.8570""]],[[""2099-01-01"",""12.5630""],[""2100-01-01"",""12.6220""]],[[""2099-01-01"",""13.5430""],[""2100-01-01"",""13.5810""]],[[""2099-01-01"",""14.1270""],[""2100-01-01"",""14.1470""]],[[""2099-01-01"",""9.9630""],[""2100-01-01"",""10.0290""]],[[""2099-01-01"",""9.8520""],[""2100-01-01"",""9.8840""]]]","[""世界"", ""北美洲"", ""歐洲"", ""亞洲"", ""拉丁美洲"", ""非洲"", ""大洋洲""]"
"111804","日本-實質GDP內涵(季增年率貢獻度加總)","GDP 分項實質貢獻度=各分項佔比*各分項季增年率

此處代表經季節調整的各分項對於 GDP 的影響程度。","japan-real-gdp-growth-by-component-sum-of-contributions","[[[""2024-07-01"",""1.6000""],[""2024-10-01"",""0.3000""]],[[""2024-07-01"",""0.0000""],[""2024-10-01"",""0.3000""]],[[""2024-07-01"",""-0.2000""],[""2024-10-01"",""-0.1000""]],[[""2024-07-01"",""0.1000""],[""2024-10-01"",""0.2000""]],[[""2024-07-01"",""0.7000""],[""2024-10-01"",""-1.0000""]],[[""2024-07-01"",""-0.5000""],[""2024-10-01"",""3.0000""]]]","[""民間消費"", ""民間投資"", ""政府投資"", ""政府消費"", ""庫存"", ""淨出口""]"
"111931","全球-各區域育齡婦女總生育率",,"world-total-fertility-rate-by-region","[[[""2099-01-01"",""1.8420""],[""2100-01-01"",""1.8380""]],[[""2099-01-01"",""1.6330""],[""2100-01-01"",""1.6300""]],[[""2099-01-01"",""1.5760""],[""2100-01-01"",""1.5770""]],[[""2099-01-01"",""1.7220""],[""2100-01-01"",""1.7190""]],[[""2099-01-01"",""1.6480""],[""2100-01-01"",""1.6480""]],[[""2099-01-01"",""2.0270""],[""2100-01-01"",""2.0200""]],[[""2099-01-01"",""1.7300""],[""2100-01-01"",""1.7270""]]]","[""世界"", ""北美洲"", ""歐洲"", ""亞洲"", ""拉丁美洲"", ""非洲"", ""大洋洲""]"
"111932","烏克蘭-淨移民vs.俄羅斯-淨移民",,"ukraine-russia-population-net-migration","[[[""2022-01-01"",-5699456.964036001],[""2023-01-01"",-299976.04222500004]],[[""2022-01-01"",765604.6888410001],[""2023-01-01"",27779.1355955]]]","[""烏克蘭"", ""俄羅斯""]"
"111950","全球-各區域淨移民數",,"world-net-number-of-migrants-by-region","[[[""2099-01-01"",1560168.3156150002],[""2100-01-01"",1508017.15795]],[[""2099-01-01"",822042.399756],[""2100-01-01"",807829.86614]],[[""2099-01-01"",-1385762.0466754998],[""2100-01-01"",-1434539.6125595002]],[[""2099-01-01"",-167251.49969050003],[""2100-01-01"",-169311.432168]],[[""2099-01-01"",-1018392.358248],[""2100-01-01"",-903890.413911]],[[""2099-01-01"",192201.9584835],[""2100-01-01"",193233.151353]]]","[""北美洲"", ""歐洲"", ""亞洲"", ""拉丁美洲"", ""非洲"", ""大洋洲""]"
"111943","全球-各區域粗出生率",,"world-crude-birth-rate-by-region","[[[""2099-01-01"",""10.8410""],[""2100-01-01"",""10.8080""]],[[""2099-01-01"",""9.2060""],[""2100-01-01"",""9.1930""]],[[""2099-01-01"",""8.3220""],[""2100-01-01"",""8.3460""]],[[""2099-01-01"",""9.1170""],[""2100-01-01"",""9.1060""]],[[""2099-01-01"",""8.3750""],[""2100-01-01"",""8.3640""]],[[""2099-01-01"",""13.9520""],[""2100-01-01"",""13.8540""]],[[""2099-01-01"",""10.3230""],[""2100-01-01"",""10.2880""]]]","[""世界"", ""北美洲"", ""歐洲"", ""亞洲"", ""拉丁美洲"", ""非洲"", ""大洋洲""]"
"111949","全球-各區域年齡中位數",,"world-median-age-by-region","[[[""2099-01-01"",""42.0440""],[""2100-01-01"",""42.1250""]],[[""2099-01-01"",""45.4790""],[""2100-01-01"",""45.5050""]],[[""2099-01-01"",""48.5570""],[""2100-01-01"",""48.6190""]],[[""2099-01-01"",""46.7110""],[""2100-01-01"",""46.7720""]],[[""2099-01-01"",""49.0200""],[""2100-01-01"",""49.0940""]],[[""2099-01-01"",""34.8830""],[""2100-01-01"",""35.0640""]],[[""2099-01-01"",""42.3320""],[""2100-01-01"",""42.4340""]]]","[""世界"", ""北美洲"", ""歐洲"", ""亞洲"", ""拉丁美洲"", ""非洲"", ""大洋洲""]"
"112334","全球-手機供應鏈-毛利率","手機供應鏈包括手機晶片、鏡頭廠、代工廠、晶圓代工等，代表廠商包括高通、聯發科、舜宇光學、大立光、鴻海等，此圖表反映各廠商在扣除銷貨成本（如原材料和直接勞動成本）後，所能保留的收入比率。","world-mobile-phone-supply-chain-gross-profit","[[[""2024-01-01"",""56.2679""],[""2024-04-01"",""55.5626""]],[[""2024-04-01"",""48.8200""],[""2024-07-01"",""48.8000""]],[[""2024-01-01"",""17.2133""],[""2024-04-01"",""17.2133""]],[[""2024-01-01"",""6.3189""],[""2024-04-01"",""6.4175""]],[[""2024-04-01"",""41.1404""],[""2024-07-01"",""39.7395""]],[[""2024-01-01"",""49.1528""],[""2024-04-01"",""48.4886""]],[[""2024-04-01"",""27.2409""],[""2024-07-01"",""21.5731""]]]","[""美國-高通[QCOM]"", ""台灣-聯發科[2454]"", ""香港-舜宇光學[2382]"", ""台灣-鴻海[2317]"", ""台灣-聯詠[3034]"", ""台灣-大立光[3008]"", ""台灣-穩懋[3105]""]"
